latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-28.36084,23.5107,308.57,0.45,0.47,2025-02-01,0000,N21,VIIRS,n,2.0NRT,291.17,1.86,N
-31.78221,19.80386,326.47,0.48,0.4,2025-02-01,0000,N21,VIIRS,n,2.0NRT,284.35,10.92,N
-32.93879,18.76039,302.28,0.45,0.39,2025-02-01,0000,N21,VIIRS,n,2.0NRT,289.11,1.09,N
-32.96413,18.04637,302.05,0.42,0.38,2025-02-01,0000,N21,VIIRS,n,2.0NRT,289.02,1.07,N
-33.48668,19.67431,299.76,0.49,0.4,2025-02-01,0000,N21,VIIRS,n,2.0NRT,285.95,0.37,N
-33.87407,18.80241,300.43,0.46,0.39,2025-02-01,0002,N21,VIIRS,n,2.0NRT,286.95,0.78,N
-27.69608,30.02778,329.74,0.74,0.76,2025-02-01,1045,N21,VIIRS,n,2.0NRT,296.11,10.92,D
-27.69864,30.02283,341.58,0.74,0.76,2025-02-01,1045,N21,VIIRS,n,2.0NRT,296.66,18.37,D
-25.36701,29.82895,340.57,0.73,0.76,2025-02-01,1045,N21,VIIRS,n,2.0NRT,290.47,9.17,D
-22.46876,30.44824,341.52,0.62,0.72,2025-02-01,1047,N21,VIIRS,n,2.0NRT,294.59,15.82,D
-28.56223,24.69685,346.07,0.52,0.42,2025-02-01,1223,N21,VIIRS,l,2.0NRT,316.27,10.38,D
-28.56122,24.70216,349.72,0.52,0.42,2025-02-01,1223,N21,VIIRS,n,2.0NRT,316.25,10.38,D
-26.89662,30.67418,367,0.41,0.61,2025-02-01,1223,N21,VIIRS,h,2.0NRT,291.93,17.02,D
-26.54377,29.15883,332.59,0.34,0.56,2025-02-01,1223,N21,VIIRS,n,2.0NRT,302.25,4.39,D
-26.54606,29.14874,336.29,0.34,0.56,2025-02-01,1223,N21,VIIRS,n,2.0NRT,304.56,6.42,D
-26.0315,29.21282,331.28,0.35,0.57,2025-02-01,1223,N21,VIIRS,l,2.0NRT,303.7,6.2,D
-26.03229,29.2093,337.47,0.35,0.57,2025-02-01,1223,N21,VIIRS,n,2.0NRT,305.58,6.2,D
-26.03466,29.19876,331.23,0.35,0.57,2025-02-01,1223,N21,VIIRS,l,2.0NRT,303.12,7.72,D
-26.02753,29.18191,333.24,0.35,0.57,2025-02-01,1223,N21,VIIRS,l,2.0NRT,305.8,6.32,D
-26.02829,29.17854,337.15,0.35,0.57,2025-02-01,1223,N21,VIIRS,n,2.0NRT,305.63,6.32,D
-26.02905,29.1752,334.47,0.35,0.57,2025-02-01,1223,N21,VIIRS,l,2.0NRT,305.64,4.77,D
-26.02979,29.17187,330.32,0.35,0.57,2025-02-01,1223,N21,VIIRS,l,2.0NRT,304.19,4.77,D
-26.02111,29.16203,332.67,0.35,0.57,2025-02-01,1223,N21,VIIRS,l,2.0NRT,303.38,9.6,D
-25.8599,29.17131,367,0.35,0.57,2025-02-01,1223,N21,VIIRS,h,2.0NRT,303.17,11.94,D
-27.99447,30.39444,339.48,0.38,0.58,2025-02-01,1223,N21,VIIRS,n,2.0NRT,296.32,3.59,D
-27.69754,30.02291,340.2,0.36,0.58,2025-02-01,1223,N21,VIIRS,n,2.0NRT,300.81,9.83,D
-28.57259,24.70497,342.48,0.52,0.42,2025-02-01,1223,N21,VIIRS,l,2.0NRT,316.73,18.5,D
-24.83371,27.36637,331.55,0.58,0.52,2025-02-01,1225,N21,VIIRS,n,2.0NRT,300.81,4.27,D
-33.90149,18.51742,335.18,0.43,0.38,2025-02-01,1225,N21,VIIRS,l,2.0NRT,307.88,2.4,D
-31.77683,19.80726,367,0.39,0.36,2025-02-01,1225,N21,VIIRS,h,2.0NRT,353.73,165.16,D
-31.77744,19.80312,367,0.39,0.36,2025-02-01,1225,N21,VIIRS,h,2.0NRT,345.83,22.03,D
-31.77804,19.79889,350.87,0.39,0.36,2025-02-01,1225,N21,VIIRS,n,2.0NRT,323.67,22.03,D
-31.78137,19.79963,367,0.39,0.36,2025-02-01,1225,N21,VIIRS,l,2.0NRT,327.28,22.03,D
-31.78076,19.80385,367,0.39,0.36,2025-02-01,1225,N21,VIIRS,l,2.0NRT,326.92,22.03,D
-28.35973,23.50833,312.06,0.41,0.37,2025-02-01,2339,N21,VIIRS,n,2.0NRT,293.79,1.57,N
-28.21164,23.54949,302.95,0.41,0.37,2025-02-01,2339,N21,VIIRS,n,2.0NRT,292.63,1.41,N
-32.93947,18.7614,301.88,0.4,0.37,2025-02-01,2341,N21,VIIRS,n,2.0NRT,290.41,0.99,N
-32.96236,18.04679,302.94,0.41,0.37,2025-02-01,2341,N21,VIIRS,n,2.0NRT,290.62,1.07,N
-33.3174,18.844,304.73,0.39,0.36,2025-02-01,2341,N21,VIIRS,n,2.0NRT,290.65,0.85,N
-33.874,18.80194,319.52,0.39,0.36,2025-02-01,2341,N21,VIIRS,n,2.0NRT,290.49,1.74,N
-34.22626,19.40798,340.87,0.43,0.46,2025-02-02,1204,N21,VIIRS,n,2.0NRT,305.84,6.39,D
-33.55069,18.60315,341.65,0.47,0.48,2025-02-02,1204,N21,VIIRS,n,2.0NRT,311.02,4.43,D
-33.97821,18.52893,336.66,0.48,0.48,2025-02-02,1204,N21,VIIRS,l,2.0NRT,308.83,4.12,D
-30.48598,29.75487,333.34,0.5,0.41,2025-02-02,1204,N21,VIIRS,n,2.0NRT,295.77,4,D
-33.54963,18.60594,339.45,0.47,0.48,2025-02-02,1204,N21,VIIRS,l,2.0NRT,310.62,4.18,D
-30.68606,27.49552,347.46,0.41,0.37,2025-02-02,1204,N21,VIIRS,n,2.0NRT,319.13,8.09,D
-34.22104,19.41755,333.69,0.43,0.46,2025-02-02,1204,N21,VIIRS,l,2.0NRT,306.61,8.32,D
-26.11787,28.75077,336.03,0.53,0.42,2025-02-02,1206,N21,VIIRS,n,2.0NRT,303.44,7.38,D
-25.89052,29.12074,339.39,0.55,0.43,2025-02-02,1206,N21,VIIRS,n,2.0NRT,305.3,9.24,D
-25.64178,27.9353,335.06,0.49,0.4,2025-02-02,1206,N21,VIIRS,n,2.0NRT,299.34,8.54,D
-25.64263,27.93049,347.05,0.49,0.4,2025-02-02,1206,N21,VIIRS,n,2.0NRT,300.89,7.85,D
-25.63895,27.9297,347.6,0.49,0.4,2025-02-02,1206,N21,VIIRS,n,2.0NRT,301.81,7.85,D
-25.63809,27.93451,355.48,0.49,0.4,2025-02-02,1206,N21,VIIRS,l,2.0NRT,303.23,8.54,D
-25.6344,27.93373,347.29,0.49,0.4,2025-02-02,1206,N21,VIIRS,n,2.0NRT,302.52,8.47,D
-25.63527,27.92892,347.56,0.49,0.4,2025-02-02,1206,N21,VIIRS,n,2.0NRT,302.33,9.98,D
-24.86401,30.54976,333.05,0.46,0.47,2025-02-02,1206,N21,VIIRS,n,2.0NRT,293.6,2.88,D
-24.85543,30.54752,344.17,0.46,0.47,2025-02-02,1206,N21,VIIRS,n,2.0NRT,299.52,11.57,D
-25.49316,27.09905,337.14,0.45,0.39,2025-02-02,1206,N21,VIIRS,n,2.0NRT,300.82,4.82,D
-24.74238,30.19645,330.9,0.44,0.46,2025-02-02,1206,N21,VIIRS,l,2.0NRT,304.93,9.59,D
-24.0409,31.10633,335.87,0.52,0.5,2025-02-02,1206,N21,VIIRS,l,2.0NRT,306.05,10.99,D
-24.04048,31.08495,334.19,0.52,0.5,2025-02-02,1206,N21,VIIRS,l,2.0NRT,305.13,4.76,D
-24.03596,31.08384,330.84,0.52,0.5,2025-02-02,1206,N21,VIIRS,l,2.0NRT,303.08,4.76,D
-28.33815,28.81667,334.07,0.49,0.4,2025-02-02,1206,N21,VIIRS,l,2.0NRT,306.55,4.36,D
-24.81878,30.11886,344.94,0.44,0.46,2025-02-02,1206,N21,VIIRS,n,2.0NRT,305.35,8.08,D
-26.80279,27.86892,336.21,0.47,0.4,2025-02-02,1206,N21,VIIRS,l,2.0NRT,308.84,5.59,D
-26.80364,27.86421,345.24,0.47,0.4,2025-02-02,1206,N21,VIIRS,n,2.0NRT,311.36,5.59,D
-26.80448,27.85951,338.42,0.47,0.4,2025-02-02,1206,N21,VIIRS,l,2.0NRT,310.79,5.02,D
-26.62441,28.33356,336.76,0.49,0.41,2025-02-02,1206,N21,VIIRS,l,2.0NRT,307.81,7.15,D
-26.43209,28.06274,339.8,0.48,0.4,2025-02-02,1206,N21,VIIRS,n,2.0NRT,305.5,4.63,D
-26.26943,28.83459,332.83,0.53,0.42,2025-02-02,1206,N21,VIIRS,l,2.0NRT,307.37,6.14,D
-24.83606,27.36656,328.74,0.38,0.36,2025-02-02,2320,N21,VIIRS,n,2.0NRT,275.41,3.8,N
-24.83878,27.36217,298.38,0.38,0.36,2025-02-02,2320,N21,VIIRS,n,2.0NRT,275.66,0.86,N
-27.57181,24.7493,300.13,0.4,0.37,2025-02-02,2322,N21,VIIRS,n,2.0NRT,285.94,0.79,N
-28.43817,25.88369,310.35,0.38,0.36,2025-02-02,2322,N21,VIIRS,n,2.0NRT,290.09,1.02,N
-28.21084,23.54595,308.2,0.43,0.38,2025-02-02,2322,N21,VIIRS,n,2.0NRT,291.1,1.54,N
-28.36054,23.50957,304.6,0.43,0.38,2025-02-02,2322,N21,VIIRS,n,2.0NRT,291.02,1.62,N
-28.35865,23.51099,311,0.43,0.38,2025-02-02,2322,N21,VIIRS,n,2.0NRT,292.08,1.44,N
-29.18062,26.19139,315.54,0.38,0.36,2025-02-02,2322,N21,VIIRS,n,2.0NRT,291.66,0.94,N
-30.61238,27.90876,317.19,0.42,0.37,2025-02-02,2322,N21,VIIRS,n,2.0NRT,282.15,1.24,N
-30.66658,27.32326,303.99,0.4,0.37,2025-02-02,2322,N21,VIIRS,n,2.0NRT,288.22,0.88,N
-33.88326,25.62157,306.77,0.39,0.36,2025-02-02,2322,N21,VIIRS,n,2.0NRT,291.21,0.91,N
-32.94064,18.76076,301.6,0.4,0.44,2025-02-02,2322,N21,VIIRS,n,2.0NRT,290.43,1.14,N
-32.93994,18.7582,306.56,0.4,0.44,2025-02-02,2322,N21,VIIRS,n,2.0NRT,290.67,1.2,N
-33.6835,19.47195,301.51,0.53,0.42,2025-02-02,2324,N21,VIIRS,n,2.0NRT,288.37,0.86,N
-34.21456,19.43319,305.59,0.53,0.42,2025-02-02,2324,N21,VIIRS,n,2.0NRT,286.78,1.15,N
-34.22462,19.42344,298.63,0.53,0.42,2025-02-02,2324,N21,VIIRS,n,2.0NRT,287.35,0.89,N
-33.89513,24.12112,334.48,0.43,0.46,2025-02-03,1146,N21,VIIRS,n,2.0NRT,305.06,21.51,D
-34.13359,21.36672,341.97,0.62,0.54,2025-02-03,1146,N21,VIIRS,n,2.0NRT,307.4,9.28,D
-34.2459,19.6473,367,0.39,0.59,2025-02-03,1146,N21,VIIRS,h,2.0NRT,317.79,18.96,D
-34.24617,19.64304,348.37,0.39,0.59,2025-02-03,1146,N21,VIIRS,n,2.0NRT,316.62,13.51,D
-34.2404,19.64654,353.61,0.39,0.59,2025-02-03,1146,N21,VIIRS,n,2.0NRT,314.76,6.21,D
-34.42981,20.05652,367,0.37,0.58,2025-02-03,1146,N21,VIIRS,h,2.0NRT,309.06,6.89,D
-34.23386,19.20267,333.62,0.41,0.61,2025-02-03,1146,N21,VIIRS,n,2.0NRT,303.05,3.72,D
-33.8494,23.88131,344.49,0.44,0.46,2025-02-03,1146,N21,VIIRS,n,2.0NRT,308.9,8.5,D
-34.19321,19.41387,348.16,0.4,0.6,2025-02-03,1146,N21,VIIRS,n,2.0NRT,315.09,12.05,D
-23.91367,30.04936,336.29,0.41,0.37,2025-02-03,1146,N21,VIIRS,l,2.0NRT,307.84,5.01,D
-24.29697,26.97889,335.4,0.4,0.37,2025-02-03,1146,N21,VIIRS,l,2.0NRT,306.3,14.27,D
-23.04919,30.15277,332.79,0.41,0.37,2025-02-03,1146,N21,VIIRS,l,2.0NRT,305.49,3.13,D
-22.91783,30.53824,331.4,0.43,0.38,2025-02-03,1146,N21,VIIRS,n,2.0NRT,302.82,1.61,D
-22.47134,30.45012,346.62,0.43,0.38,2025-02-03,1146,N21,VIIRS,l,2.0NRT,319,19.64,D
-22.46787,30.44942,341.42,0.43,0.38,2025-02-03,1146,N21,VIIRS,l,2.0NRT,315.61,19.64,D
-34.19348,19.40923,351.41,0.4,0.6,2025-02-03,1146,N21,VIIRS,n,2.0NRT,315.38,10.81,D
-34.18763,19.41315,367,0.4,0.6,2025-02-03,1146,N21,VIIRS,h,2.0NRT,316.46,11.77,D
-34.1879,19.40856,367,0.4,0.6,2025-02-03,1146,N21,VIIRS,h,2.0NRT,316.71,12.98,D
-34.18736,19.41773,354.54,0.4,0.6,2025-02-03,1146,N21,VIIRS,n,2.0NRT,313.18,11.77,D
-34.18817,19.40395,337.31,0.4,0.6,2025-02-03,1146,N21,VIIRS,n,2.0NRT,311.53,12.98,D
-34.18204,19.41256,367,0.4,0.6,2025-02-03,1146,N21,VIIRS,h,2.0NRT,314.44,11.77,D
-34.1823,19.40809,367,0.4,0.6,2025-02-03,1146,N21,VIIRS,h,2.0NRT,316.17,12.98,D
-34.18178,19.41713,349.79,0.4,0.6,2025-02-03,1146,N21,VIIRS,n,2.0NRT,312.21,11.77,D
-34.18356,19.41292,367,0.4,0.6,2025-02-03,1146,N21,VIIRS,h,2.0NRT,314.38,13.49,D
-34.18385,19.40842,367,0.4,0.6,2025-02-03,1146,N21,VIIRS,h,2.0NRT,316.61,8.84,D
-34.18326,19.41749,347.22,0.4,0.6,2025-02-03,1146,N21,VIIRS,n,2.0NRT,312.34,13.49,D
-34.18414,19.40393,336.49,0.4,0.6,2025-02-03,1146,N21,VIIRS,n,2.0NRT,310.51,8.84,D
-34.17824,19.4081,340.01,0.4,0.6,2025-02-03,1146,N21,VIIRS,n,2.0NRT,309.79,8.84,D
-34.10377,19.43144,367,0.4,0.6,2025-02-03,1146,N21,VIIRS,h,2.0NRT,314.49,10.74,D
-33.1959,27.11875,334.09,0.46,0.39,2025-02-03,1146,N21,VIIRS,n,2.0NRT,305.96,2.48,D
-33.26287,25.67769,332.75,0.53,0.42,2025-02-03,1146,N21,VIIRS,n,2.0NRT,303.77,13.12,D
-33.26353,25.67187,331.63,0.53,0.42,2025-02-03,1146,N21,VIIRS,n,2.0NRT,303.72,13.12,D
-33.25964,25.67147,367,0.53,0.42,2025-02-03,1146,N21,VIIRS,h,2.0NRT,314.17,13.12,D
-33.25897,25.6774,340.26,0.53,0.42,2025-02-03,1146,N21,VIIRS,n,2.0NRT,308.99,13.12,D
-33.25505,25.67719,351.7,0.53,0.42,2025-02-03,1146,N21,VIIRS,n,2.0NRT,317.64,22.6,D
-33.25573,25.67122,342.8,0.53,0.42,2025-02-03,1146,N21,VIIRS,n,2.0NRT,307.94,22.6,D
-33.25119,25.67662,335.63,0.53,0.42,2025-02-03,1146,N21,VIIRS,l,2.0NRT,310.58,22.6,D
-33.61964,18.92638,351.43,0.42,0.61,2025-02-03,1146,N21,VIIRS,n,2.0NRT,313.05,7.87,D
-32.6223,27.30434,333.41,0.44,0.39,2025-02-03,1146,N21,VIIRS,n,2.0NRT,302.21,21.52,D
-32.61874,27.30367,339.28,0.44,0.39,2025-02-03,1146,N21,VIIRS,n,2.0NRT,309.06,21.52,D
-32.57038,27.32055,338.95,0.44,0.39,2025-02-03,1146,N21,VIIRS,n,2.0NRT,304.88,20.7,D
-32.56681,27.32005,344.61,0.44,0.39,2025-02-03,1146,N21,VIIRS,n,2.0NRT,308.74,20.7,D
-33.05124,18.87736,367,0.42,0.61,2025-02-03,1146,N21,VIIRS,h,2.0NRT,316.86,9.06,D
-33.04554,18.87703,367,0.42,0.61,2025-02-03,1146,N21,VIIRS,h,2.0NRT,319.07,9.06,D
-33.04527,18.88162,342.85,0.42,0.61,2025-02-03,1146,N21,VIIRS,n,2.0NRT,315.74,9.06,D
-33.0458,18.87246,348.84,0.42,0.61,2025-02-03,1146,N21,VIIRS,n,2.0NRT,315.78,13.66,D
-33.03956,18.88127,354.43,0.42,0.61,2025-02-03,1146,N21,VIIRS,n,2.0NRT,313.65,4.89,D
-33.04945,18.87765,367,0.42,0.61,2025-02-03,1146,N21,VIIRS,h,2.0NRT,317.94,10.43,D
-33.04974,18.87306,367,0.42,0.61,2025-02-03,1146,N21,VIIRS,h,2.0NRT,315.3,17.48,D
-33.04345,18.88195,367,0.42,0.61,2025-02-03,1146,N21,VIIRS,h,2.0NRT,315.48,10.43,D
-33.04374,18.87735,342.41,0.42,0.61,2025-02-03,1146,N21,VIIRS,n,2.0NRT,317.28,10.43,D
-32.33428,18.66306,345.51,0.43,0.62,2025-02-03,1146,N21,VIIRS,n,2.0NRT,316.49,7.79,D
-32.32855,18.66249,343.97,0.43,0.62,2025-02-03,1146,N21,VIIRS,n,2.0NRT,316.3,6.03,D
-32.33276,18.66341,344.88,0.43,0.62,2025-02-03,1146,N21,VIIRS,l,2.0NRT,317.47,8.41,D
-31.60667,18.5283,367,0.43,0.62,2025-02-03,1146,N21,VIIRS,h,2.0NRT,324.82,96.49,D
-31.60696,18.52364,367,0.43,0.62,2025-02-03,1146,N21,VIIRS,l,2.0NRT,342.08,120.9,D
-31.60093,18.52778,367,0.43,0.62,2025-02-03,1146,N21,VIIRS,h,2.0NRT,316.6,57.69,D
-31.60122,18.52312,367,0.43,0.62,2025-02-03,1146,N21,VIIRS,h,2.0NRT,338.81,85.37,D
-31.60576,18.52584,367,0.43,0.62,2025-02-03,1146,N21,VIIRS,h,2.0NRT,349.57,97.01,D
-31.60608,18.52121,367,0.43,0.62,2025-02-03,1146,N21,VIIRS,l,2.0NRT,325.11,97.01,D
-31.60002,18.5254,367,0.43,0.62,2025-02-03,1146,N21,VIIRS,h,2.0NRT,327.97,91.75,D
-28.54623,29.80334,332.27,0.38,0.36,2025-02-03,1146,N21,VIIRS,n,2.0NRT,300.27,3.2,D
-27.71918,30.00443,349.35,0.39,0.36,2025-02-03,1146,N21,VIIRS,n,2.0NRT,311.92,9.52,D
-27.40391,30.65402,347.36,0.4,0.37,2025-02-03,1146,N21,VIIRS,n,2.0NRT,297.69,14.37,D
-27.16861,30.95292,346.12,0.41,0.37,2025-02-03,1146,N21,VIIRS,n,2.0NRT,297.6,14.09,D
-27.16522,30.9522,342.05,0.41,0.37,2025-02-03,1146,N21,VIIRS,n,2.0NRT,302.34,7.01,D
-27.16184,30.95148,330.28,0.41,0.37,2025-02-03,1146,N21,VIIRS,n,2.0NRT,294.23,7.01,D
-33.91949,25.60276,335.08,0.54,0.42,2025-02-03,1146,N21,VIIRS,l,2.0NRT,306.92,1.82,D
-33.82367,25.38785,334.62,0.55,0.43,2025-02-03,1146,N21,VIIRS,l,2.0NRT,309.16,3.96,D
-34.2844,19.82819,367,0.38,0.59,2025-02-03,1146,N21,VIIRS,h,2.0NRT,318.48,11.55,D
-34.13344,21.36864,343.4,0.62,0.54,2025-02-03,1146,N21,VIIRS,n,2.0NRT,307.93,8.14,D
-33.89465,24.12586,367,0.43,0.46,2025-02-03,1146,N21,VIIRS,h,2.0NRT,313.49,21.51,D
-33.89417,24.13069,334.91,0.43,0.46,2025-02-03,1146,N21,VIIRS,n,2.0NRT,304.98,7.06,D
-25.10039,29.31203,338.52,0.39,0.36,2025-02-03,1149,N21,VIIRS,l,2.0NRT,309.73,8.45,D
-25.85656,29.17357,348.18,0.39,0.36,2025-02-03,1149,N21,VIIRS,n,2.0NRT,311.55,9.12,D
-25.3956,30.88943,333.17,0.42,0.37,2025-02-03,1149,N21,VIIRS,n,2.0NRT,283.1,4.03,D
-25.71118,27.40419,336.95,0.39,0.37,2025-02-03,1149,N21,VIIRS,l,2.0NRT,296.9,8.23,D
-25.39704,29.15446,330.98,0.39,0.36,2025-02-03,1149,N21,VIIRS,l,2.0NRT,305.27,1.58,D
-25.39313,29.15765,340.57,0.39,0.36,2025-02-03,1149,N21,VIIRS,n,2.0NRT,309.44,5,D
-25.49301,27.0996,334.91,0.4,0.37,2025-02-03,1149,N21,VIIRS,l,2.0NRT,302.27,2.82,D
-24.9034,30.81981,367,0.42,0.38,2025-02-03,1149,N21,VIIRS,h,2.0NRT,339.39,106.87,D
-24.90411,30.81563,348.69,0.42,0.38,2025-02-03,1149,N21,VIIRS,n,2.0NRT,319.84,18.02,D
-24.89997,30.81906,345.37,0.42,0.38,2025-02-03,1149,N21,VIIRS,n,2.0NRT,316.26,106.87,D
-24.90068,30.81489,349.16,0.42,0.38,2025-02-03,1149,N21,VIIRS,n,2.0NRT,304.32,18.02,D
-24.90138,30.81076,339.79,0.42,0.38,2025-02-03,1149,N21,VIIRS,n,2.0NRT,300.3,18.02,D
-24.81647,30.12032,342.83,0.4,0.37,2025-02-03,1149,N21,VIIRS,l,2.0NRT,313.12,7.54,D
-24.81712,30.11635,337.11,0.4,0.37,2025-02-03,1149,N21,VIIRS,l,2.0NRT,310.77,2.91,D
-24.76806,28.95841,341.11,0.39,0.36,2025-02-03,1149,N21,VIIRS,n,2.0NRT,313.47,18.73,D
-26.66898,27.80773,335.8,0.39,0.36,2025-02-03,1149,N21,VIIRS,l,2.0NRT,307.69,6.06,D
-31.58802,18.53948,367,0.52,0.67,2025-02-03,1327,N21,VIIRS,l,2.0NRT,334.63,75.81,D
-34.23575,19.46708,367,0.5,0.66,2025-02-03,1327,N21,VIIRS,h,2.0NRT,308.07,40.03,D
-34.23721,19.46185,343.52,0.5,0.66,2025-02-03,1327,N21,VIIRS,n,2.0NRT,318.18,40.03,D
-34.24128,19.4663,367,0.5,0.66,2025-02-03,1327,N21,VIIRS,h,2.0NRT,311.63,44.4,D
-34.24269,19.46113,345.98,0.5,0.66,2025-02-03,1327,N21,VIIRS,n,2.0NRT,309.34,31.8,D
-34.23543,19.46394,367,0.5,0.66,2025-02-03,1327,N21,VIIRS,h,2.0NRT,313.22,44.4,D
-34.23684,19.45876,349.91,0.5,0.66,2025-02-03,1327,N21,VIIRS,n,2.0NRT,308.15,31.8,D
-33.67332,18.88335,367,0.48,0.65,2025-02-03,1327,N21,VIIRS,h,2.0NRT,310.11,12.27,D
-33.57161,18.99712,367,0.49,0.65,2025-02-03,1327,N21,VIIRS,h,2.0NRT,310.06,9.54,D
-33.56575,18.995,347.45,0.49,0.65,2025-02-03,1327,N21,VIIRS,n,2.0NRT,311.47,9.54,D
-33.56932,18.99872,337.15,0.49,0.65,2025-02-03,1327,N21,VIIRS,l,2.0NRT,308.04,5.85,D
-33.57066,18.99375,348.59,0.49,0.65,2025-02-03,1327,N21,VIIRS,n,2.0NRT,310.56,5.85,D
-33.5648,18.99161,348.79,0.49,0.65,2025-02-03,1327,N21,VIIRS,n,2.0NRT,310.96,9.7,D
-31.59544,18.53636,367,0.52,0.67,2025-02-03,1327,N21,VIIRS,h,2.0NRT,317.33,75.81,D
-31.58657,18.54481,367,0.52,0.67,2025-02-03,1327,N21,VIIRS,h,2.0NRT,315.96,93.71,D
-31.58946,18.53421,353.38,0.52,0.67,2025-02-03,1327,N21,VIIRS,n,2.0NRT,318.45,75.81,D
-34.24304,19.46427,367,0.5,0.66,2025-02-03,1327,N21,VIIRS,h,2.0NRT,308.62,17.43,D
-31.5791,18.54807,367,0.52,0.67,2025-02-03,1327,N21,VIIRS,h,2.0NRT,311.66,116.22,D
-31.58055,18.54277,367,0.52,0.67,2025-02-03,1327,N21,VIIRS,h,2.0NRT,350.97,116.22,D
-31.58201,18.53744,247.82,0.52,0.67,2025-02-03,1327,N21,VIIRS,l,2.0NRT,321.95,157.37,D
-31.5731,18.54594,367,0.52,0.67,2025-02-03,1327,N21,VIIRS,h,2.0NRT,322.4,116.22,D
-31.57455,18.54064,318.86,0.52,0.67,2025-02-03,1327,N21,VIIRS,l,2.0NRT,324.61,116.22,D
-31.56709,18.54387,367,0.52,0.67,2025-02-03,1327,N21,VIIRS,h,2.0NRT,329.32,116.7,D
-31.56562,18.54922,348.56,0.52,0.67,2025-02-03,1327,N21,VIIRS,n,2.0NRT,311.25,64.06,D
-31.59584,18.53654,367,0.52,0.67,2025-02-03,1327,N21,VIIRS,h,2.0NRT,316.61,86.68,D
-31.58703,18.545,367,0.52,0.67,2025-02-03,1327,N21,VIIRS,h,2.0NRT,314.45,144.88,D
-31.58845,18.53965,367,0.52,0.67,2025-02-03,1327,N21,VIIRS,h,2.0NRT,332.64,144.88,D
-31.58986,18.53437,353.39,0.52,0.67,2025-02-03,1327,N21,VIIRS,n,2.0NRT,318.57,61.25,D
-31.5796,18.54824,367,0.52,0.67,2025-02-03,1327,N21,VIIRS,h,2.0NRT,310.94,106.06,D
-31.58103,18.54291,367,0.52,0.67,2025-02-03,1327,N21,VIIRS,h,2.0NRT,350.33,144.88,D
-31.58245,18.53758,207.38,0.52,0.67,2025-02-03,1327,N21,VIIRS,l,2.0NRT,323.63,144.88,D
-31.57361,18.54609,367,0.52,0.67,2025-02-03,1327,N21,VIIRS,h,2.0NRT,318.57,93.24,D
-31.57503,18.54078,367,0.52,0.67,2025-02-03,1327,N21,VIIRS,l,2.0NRT,325.06,70.66,D
-31.5676,18.54399,367,0.52,0.67,2025-02-03,1327,N21,VIIRS,h,2.0NRT,333.45,93.24,D
-31.56617,18.54936,347.56,0.52,0.67,2025-02-03,1327,N21,VIIRS,n,2.0NRT,310.88,93.24,D
-31.56904,18.53862,344.73,0.52,0.67,2025-02-03,1327,N21,VIIRS,n,2.0NRT,311.83,70.66,D
-34.13449,21.36674,332.24,0.64,0.72,2025-02-03,1327,N21,VIIRS,n,2.0NRT,303.1,5.22,D
-24.55642,30.14804,321.53,0.41,0.37,2025-02-03,2303,N21,VIIRS,n,2.0NRT,291.56,2.83,N
-24.83559,27.3667,326.86,0.52,0.41,2025-02-03,2303,N21,VIIRS,n,2.0NRT,293.36,3.19,N
-25.41493,29.85332,301.84,0.41,0.37,2025-02-03,2303,N21,VIIRS,n,2.0NRT,271.16,0.81,N
-25.40071,29.15481,311.52,0.43,0.38,2025-02-03,2303,N21,VIIRS,n,2.0NRT,289.1,1.26,N
-25.50977,29.46074,307.69,0.42,0.37,2025-02-03,2303,N21,VIIRS,n,2.0NRT,288.63,1.53,N
-25.5139,29.46412,317.41,0.42,0.37,2025-02-03,2303,N21,VIIRS,n,2.0NRT,289.72,2.54,N
-25.51731,29.46338,300.63,0.42,0.37,2025-02-03,2303,N21,VIIRS,n,2.0NRT,286.8,1.01,N
-25.93704,29.7131,295.89,0.41,0.37,2025-02-03,2303,N21,VIIRS,n,2.0NRT,282.91,0.33,N
-26.02831,29.17806,299.13,0.42,0.38,2025-02-03,2303,N21,VIIRS,n,2.0NRT,286.51,1.58,N
-26.07336,29.04684,299.16,0.43,0.38,2025-02-03,2303,N21,VIIRS,n,2.0NRT,288.11,0.98,N
-26.19905,26.98273,317.41,0.52,0.41,2025-02-03,2303,N21,VIIRS,n,2.0NRT,284.89,3.85,N
-26.68101,27.95185,304.68,0.46,0.39,2025-02-03,2303,N21,VIIRS,n,2.0NRT,289.22,0.56,N
-26.68542,27.95564,307.22,0.46,0.39,2025-02-03,2303,N21,VIIRS,n,2.0NRT,289.05,0.72,N
-26.69889,27.9479,311.25,0.46,0.39,2025-02-03,2303,N21,VIIRS,n,2.0NRT,289.53,1.92,N
-26.71044,27.95007,301.74,0.46,0.39,2025-02-03,2303,N21,VIIRS,n,2.0NRT,289.22,0.84,N
-26.71975,27.91933,301.95,0.46,0.39,2025-02-03,2303,N21,VIIRS,n,2.0NRT,289.61,1.04,N
-26.72747,27.94149,308.56,0.46,0.39,2025-02-03,2303,N21,VIIRS,n,2.0NRT,287.41,1.52,N
-25.80499,29.49562,299.36,0.41,0.37,2025-02-03,2303,N21,VIIRS,n,2.0NRT,280.64,1.22,N
